,Sent1,Sent2,SimScore
10393,"Although the senator danced , the athlete advised the actors .",The senator danced .,0.61
10394,"Chinese president arrives in Netherlands for state visit, nuclear summit",Chinese president arrives in Venezuela for state visit,0.48
10395,The authors performed .,The presidents who contacted the authors performed .,0.31
10396,The president believed the tourists .,The student next to the president believed the tourists .,0.26
10397,The doctor admired the banker .,The banker admired the doctor .,0.29
10398,"If the secretaries slept , the president contacted the managers .",The secretaries slept .,0.45
10399,The doctors ran .,"Unless the senators contacted the athletes , the doctors ran .",0.42
10400,After the authors studied the actor saw the judge .,The authors studied the actor .,0.23
10401,The tourist mentioned the lawyer .,"The authors recognized the secretary , or the tourist mentioned the lawyer .",0.5
10402,"In case the student recommended the tourists , the president danced .",The president danced .,0.78
10403,"The broader Standard & Poor's 500 Index <.SPX> gave up 11.91 points, or 1.19 percent, at 986.60.","The technology-laced Nasdaq Composite Index .IXIC declined 16.68 points, or 1.01 percent, at 1,636.94.",0.16
10404,The manager who shouted supported the judge .,The manager supported the judge .,0.79
10405,Syria condemns Israeli air strikes.,Series of deadly attacks strikes Iraq,0.4
10406,A woman standing in front of trees and smiling.,A man is walking by trees in front of the city skyline.,0.4
10407,The professors contacted the president .,The president contacted the professors .,0.29
10408,according to the statement the rs-24 reinforces the military potential of the strategic forces to overcome anti-missile defense systems. ,according to the statement the prototype rs-24 rocket is unlike the topol-m in that it is equipped with multiple independently targetable warheads to overwhelm defense systems.,0.64
10409,Without a doubt the tourists admired the actor .,The tourists admired the actor .,0.88
10410,Supposedly the authors saw the judges .,The authors saw the judges .,0.53
10411,The manager advised the professor .,The manager advised the president and the professor .,0.68
10412,"""Certainly what we know suggests that we should take what they're saying very seriously,"" he added.","""We don't know everything [but] what we know suggests that we should take what they're saying seriously,"" he said.",0.85
10413,"""They drive around in their cars, while people are being killed 500 metres away,"" he said on Sunday.","""What they are doing right now is they drive around in their cars, while people are being killed 500 metres away.",0.8
10414,The president resigned .,The actors in front of the president resigned .,0.26
10415,existing rods could produce 3-6 atomic bombs in 6-8 months. ,experts stated that the rods could produce 3-6 atomic bombs in 6-8 months.,0.8400000000000001
10416,An elderly man is speaking at a podium.,A man is making a speech at the podium.,0.7
10417,The tourists resigned .,The bankers assumed that the tourists resigned .,0.43
10418,8 arrested after deadly Bangladesh building collapse,Four arrested as Bangladesh building toll rises to 352,0.48
10419,The banker and the secretary admired the scientists .,The banker admired the scientists .,0.68
10420,A red truck spins their tires while a black one leaves the frame.,Red truck spinning tires and emitting smoke from behind.,0.64
10421,The banker was advised by the doctors .,The banker advised the doctors .,0.3
10422,"A girl swings her long, wet hair in a lake.",A person riding a dirt bike.,0.0
10423,The secretary recommended the artist .,The artist who the secretary recommended mentioned the professors .,0.65
10424,The professor thanked the president .,The professor who arrived thanked the president .,0.79
10425,Tsunami warning: No need for SA to panic,Tsunami warning after Aceh quake,0.44000000000000006
10426,The student was introduced by the secretary .,The secretary introduced the student .,1.0
10427,Texas sues over Syrian refugees,Turkey 'exploits' Syrian refugees,0.2
10428,A group of people in front of a red fire truck.,A group of people are standing around a red fire truck.,0.8400000000000001
10429,The judges performed .,"The manager supported the lawyers , or the judges performed .",0.5
10430,"The Episcopal Church ''is alienating itself from the Anglican Communion,'' said the Very Rev. Peter Karanja, provost of the All Saints Cathedral, in Nairobi.","In Nairobi, the provost of All Saints Cathedral, the Very Reverend Peter Karanja, said the US Episcopal Church was alienating itself from the Anglican Communion.",1.0
10431,Israel threatens action against Gaza aid ship,Israel attacks in Gaza Strip after rocket fire,0.32
10432,the golden triangle region was 1 of the world's biggest producers of opium. ,helmand province is the world's largest producer of opium.,0.52
10433,A woman is grating onion.,A woman grates onions.,1.0
10434,Panda's play on a swing.,A man is playing guitar.,0.16
10435,The doctors stopped the tourist .,The tourist who advised the doctors stopped the judge .,0.29
10436,The doctor encouraged the students .,The students next to the doctor encouraged the artists .,0.29
10437,The lawyers recognized the professors .,The actors assumed that the lawyers recognized the professors .,0.43
10438,"We're talking about angels and common pins again, right?","@Lustig Andrei, We're talking about angels and common pins again, right?",0.96
10439,The student in front of the artists encouraged the tourist .,The artists encouraged the tourist .,0.26
10440,A man is running.,A man is dancing.,0.25
10441,The bankers believed the lawyers that the judge introduced .,The bankers believed the lawyers .,0.77
10442,"""Whatever has happened to you by way of punishment is certainly more than enough,"" Covello told the 49-year-old, whose family, friends and supporters filled half the courtroom.","""What has happened to you, sir, by way of punishment, is certainly more than enough,"" Covello said.",0.6
10443,They are NOT as sovereign as they were before.,to repeat: They are NOT as sovereign as they were before.,0.8800000000000001
10444,A person is cutting mushrooms.,A person is cutting mushrooms with a knife.,0.8400000000000001
10445,the international atomic energy association stated that jordan has agreed to the additional measures. ,international atomic energy association is the united nations watchdog.,0.4
10446,The athlete knew the professor .,The athlete knew the professor slept .,0.37
10447,A man is standing on top of a rock or mountain watching the sun set.,A man standing in the mountains watching a sunset.,0.96
10448,The tourist moved the athlete .,Because the tourist moved the athlete mentioned the senators .,0.23
10449,The student recommended the tourist .,The student next to the professor recommended the tourist .,0.79
10450,Napolitano elected for second term as Italy president,Italian President Napolitano elected for second term,1.0
10451,Captain of sunken South Korean ferry arrested,Captain of capsized S Korean Ferry Arrested,0.8
10452,"The Dow Jones industrial average .DJI edged up 13.33 points, or 0.15 percent, to 9,196.55.","The Dow Jones industrial average <.DJI> was off 7.75 points, or 0.08 percent, at 9,175.47.",0.5
10453,South Sudan accuses Sudan of bombings ahead of talks,S. Sudan accuses Sudan of bombing in blow to talks,0.8800000000000001
10454,More rain hampers Indian flood rescue,US tourist gang-raped in northern India: Police,0.08
10455,The scientists saw the judges .,The president remembered that the scientists saw the judges .,0.55
10456,The actor thanked the artists .,The actor behind the author thanked the artists .,0.79
10457,The doctor helped the senator .,The doctor helped the senator and the lawyers .,0.73
10458,Taliban kill 15 police in west Afghanistan,US drone kills two in eastern Afghanistan,0.12
10459,"US, allies to set demands for Iran nuclear talks",'Iran won't accept pre-conditions to nuclear talks',0.32
10460,The doctors admired the judges .,The judges admired the doctors .,0.29
10461,"The military said it had killed 12 rebels and captured nine in the campaign so far, for the loss of six soldiers wounded.","The military said it had killed 16 rebels and captured nine in the campaign so far, with one soldier killed and six wounded.",0.6
